id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
1195,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:unicode_property> data/many_match.txt,0,0,foo\nxfoo\nfoo\n,foo\nxfoo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd@o\x01: No such file or directory\n"
1196,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:unicode_property> data/many_match.txt,0,0,1:foo\n2:xfoo\n4:foo\n,1:foo\n2:xfoo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
1197,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:unicode_property> data/many_match.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1198,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:unicode_property> data/many_match.txt,0,0,3:FOO\n,3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdm\x01: No such file or directory\n"
1199,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/many_match.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\no\x01: No such file or directory\n"
1200,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:unicode_property> data/many_match.txt,0,0,3:FOO\n,3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd'k\x01: No such file or directory\n"
1201,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:unicode_property> data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1202,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
1203,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x07k\x01: No such file or directory\n"
1204,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdo\x01: No such file or directory\n"
1205,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:unicode_property> data/unicode_content.txt,0,0,caf\xe9\nna\xefve\n,caf\xe9\nna\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
1206,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:unicode_property> data/unicode_content.txt,0,0,1:caf\xe9\n4:na\xefve\n,1:caf\xe9\n4:na\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdtk\x01: No such file or directory\n"
1207,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:unicode_property> data/unicode_content.txt,0,0,caf\xe9\nna\xefve\n,caf\xe9\nna\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd.o\x01: No such file or directory\n"
1208,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:unicode_property> data/unicode_content.txt,0,0,1:caf\xe9\n4:na\xefve\n,1:caf\xe9\n4:na\xefve\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1209,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:unicode_property> data/unicode_content.txt,0,0,FOO\n\u5317\u4eac\n123\n,FOO\n\u5317\u4eac\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
1210,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:unicode_property> data/unicode_content.txt,0,0,2:FOO\n3:\u5317\u4eac\n5:123\n,2:FOO\n3:\u5317\u4eac\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1211,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/unicode_content.txt,0,0,FOO\n\u5317\u4eac\n123\n,FOO\n\u5317\u4eac\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd2k\x01: No such file or directory\n"
1212,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:unicode_property> data/unicode_content.txt,0,0,2:FOO\n3:\u5317\u4eac\n5:123\n,2:FOO\n3:\u5317\u4eac\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\ufffdo\x01: No such file or directory\n"
1213,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:unicode_property> data/unicode_content.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdj\x01: No such file or directory\n"
1214,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/unicode_content.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1215,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/unicode_content.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd@k\x01: No such file or directory\n"
1216,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/unicode_content.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c&m\x01: No such file or directory\n"
1217,icgrep,FAIL,missing input path should return error,icgrep -colors=never -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdpo\x01: No such file or directory\n"
1218,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0758m\x01: No such file or directory\n"
1219,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdn\x01: No such file or directory\n"
1220,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffdQm\x01: No such file or directory\n"
1221,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1222,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\x18m\x01: No such file or directory\n"
1223,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd4m\x01: No such file or directory\n"
1224,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdk\x01: No such file or directory\n"
1225,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:empty> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\x1d\ufffdk\x01: No such file or directory\n"
1226,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:empty> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1227,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:empty> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdtm\x01: No such file or directory\n"
1228,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:empty> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1229,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:empty> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d!o\x01: No such file or directory\n"
1230,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:empty> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x0fo\x01: No such file or directory\n"
1231,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:empty> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]ck\x01: No such file or directory\n"
1232,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:empty> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1233,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:empty> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdm\x01: No such file or directory\n"
1234,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:empty> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u076eo\x01: No such file or directory\n"
1235,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:empty> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdm\x01: No such file or directory\n"
1236,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:empty> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1237,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:empty> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(]\x1em\x01: No such file or directory\n"
1238,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:empty> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1239,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:empty> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x01m\x01: No such file or directory\n"
1240,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:empty> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1241,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:empty> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdwm\x01: No such file or directory\n"
1242,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:empty> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdo\x01: No such file or directory\n"
1243,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:empty> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdeo\x01: No such file or directory\n"
1244,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:empty> data/no_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdl\x01: No such file or directory\n"
1245,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:empty> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
1246,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:empty> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dLm\x01: No such file or directory\n"
1247,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:empty> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\x14m\x01: No such file or directory\n"
1248,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:empty> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x19k\x01: No such file or directory\n"
1249,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:empty> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\u0767m\x01: No such file or directory\n"
1250,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:empty> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
1251,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:empty> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1252,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:empty> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dno\x01: No such file or directory\n"
1253,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:empty> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1254,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:empty> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Eo\x01: No such file or directory\n"
1255,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:empty> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]rk\x01: No such file or directory\n"
1256,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:empty> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\u0728k\x01: No such file or directory\n"
